job_title,posting_date,company_name,location,seniority_level,employment_type,job_function,industries,experience,skills
Data Engineer,2023-02-03,AUI™ (Augmented Intelligence),"Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,3+,"Kinesis, cloud, Kubeflow, Apache, Presto, Redshift, Snowflake, AWS, ML, Python, Spark, DWH, GCP, Kafka"
Data Analyst,2023-02-02,ICE,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,"General Business, Information Technology, and Engineering",Financial Services,Unknown,"R, reports, Economics, Mathematics, Python, dashboards, SQL, VBA, AB"
Data Engineer,2023-02-03,retrain.ai,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,5+,"SQL, Mathematics, Python, ETL"
Data Scientist,2023-02-08,ironSource,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,2+,"programming, SciKit-Learn, algorithms, AWS, Airflow, ML, pandas, numpy, BigData, Python, Spark, Statistics, analysis, SQL"
Data Analyst,2023-02-07,Leader HR - לידר משאבי אנוש,"Netanya, Center District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"economics, analysis, EXCEL"
Data Analyst,2023-02-03,ICE,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,"General Business, Information Technology, and Engineering",Financial Services,3+,"Economics, Mathematics, Python, SQL, AB"
ML/AI Engineer,2023-02-07,Dynamic Yield,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Engineering and Information Technology,Software Development,3+,"cloud, pipelines, algorithms, AWS, ML, BigData, Python, Spark, Scala, NoSQL, Java, Redis, Kafka"
Data Analyst,2023-02-08,Experis,"Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting,5+,"Excel, Tableau, Economics, English, Hebrew, Statistics, SQL"
Data Engineer,2023-02-07,Wink to,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,5+,"Postgres, MySQL, visualization, MongoDB, Airflow, Python, Dataflow, NoSQL, Tableau, Redis, ETL, SQL, Looker, Kafka"
Data Engineer,2023-02-06,Hello Heart,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Information Technology,Wellness and Fitness Services,4+,"Apache, pipelines, AWS, Airflow, Hadoop, BigData, server, Python, Spark, Scala, MapReduce"
Data Analyst,2023-02-05,SpoTower,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,2+,"C, marketing, Marketing, English, dashboards"
BI Developer,2023-02-02,Workiz Inc.,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Business Development,Software Development,4+,"BigQuery, visualization, Marketing, Airflow, PowerBI, Python, DWH, Tableau, SQL, Looker, ETL"
Data Analyst,2023-02-03,Teva Pharmaceuticals,"Tel Aviv District, Israel",Associate,Full-time,"Finance, Analyst, and Accounting/Auditing",Pharmaceutical Manufacturing,Unknown,"Economics, analysis, Excel, Analyze"
Data Analyst,2023-02-03,Flare,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Finance and Sales,"Technology, Information and Internet, Marketing Services, and Business Consulting and Services",3+,"Excel, visualization, Economics, English, Tableau, SQL"
Data Analyst,2023-02-02,EverC,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Analyst and Research,Software Development and Financial Services,3+,"SQL, analysis, Excel, English"
Data Analyst,2023-02-07,monday.com,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Project Management and Information Technology,Software Development,4+,"analysis, Industrial"
Data Engineer,2023-02-06,"NAYA Technologies (part of EPAM Systems, Inc.)","Center District, Israel",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting,1+,"Linux, cloud, Scala, DBs, ELK, Java, BigData, Elasticsearch, Python, Spark, Hadoop, Hive"
Data Analyst,2023-02-06,Artlist,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Analyst,"Musicians and Movies, Videos, and Sound",4+,"SQL, visualization, Math, Statistics, Industrial, Economics, English, statistics, Tableau, Excel"
Data Analyst,2023-02-07,Rayzone Group,"Tel Aviv District, Israel",Associate,Full-time,"Information Technology, Analyst, and Legal",IT Services and IT Consulting,3+,"analysis, English"
Data Analyst,2023-02-03,Elementor,"Ramat Gan, Tel Aviv District, Israel",Mid-Senior level,Full-time,Analyst and Information Technology,"Technology, Information and Internet",4+,"QlikView, BigQuery, visualization, Redshift, Databricks, PowerBI, BigData, Python, Tableau, analysis, SQL"
Data Engineer,2023-02-07,Immunai,"Tel Aviv District, Israel",Mid-Senior level,Full-time,"Information Technology, Engineering, and Science",Biotechnology Research,5+,"MySQL, programming, Apache, Redshift, Snowflake, HDFS, Apache-Beam, Airflow, database, Oracle, Python, Spark, DWH, NoSQL, Java, SQL, ETL"
Data Analyst,2023-02-02,Workiz Inc.,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Business Development,Software Development,2+,"BigQuery, R, Marketing, analysis, SQL"
Data Analyst,2023-02-07,Strauss Group,"Or Yehuda, Tel Aviv District, Israel",Associate,Full-time,Information Technology,IT Services and IT Consulting and Software Development,2+,English
Data Analyst,2023-02-07,Loops,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,2+,"Numpy, English, Python, AI, Pandas, SQL"
Data Engineer,2023-02-06,ironSource,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Design,Software Development,3+,"ETL, BigData, DWH, NoSQL, Java, Looker, cloud, programming, AWS, Airflow, Kubernetes, Python, SQL, GoogleCloud, Apache, visualization, Azure, Scala, Kafka"
Data Engineer,2023-02-07,Eternity IT,"Petah Tikva, Center District, Israel",Full-time,Unknown,Unknown,Unknown,2+,"Programming, SQL, Python"
Data Analyst,2023-02-02,CyberArk,"Petah Tikva, Center District, Israel",Mid-Senior level,Full-time,Finance and Sales,Software Development,6+,"analysis, Excel"
Data Analyst,2023-02-07,KLA,"Center District, Israel",Entry level,Full-time,Finance and Sales,Semiconductor Manufacturing,5+,"SAP, analysis, Excel, English"
Data Analyst,2023-02-08,Pick-HR,"Center District, Israel",Full-time,Unknown,Unknown,Unknown,5+,"Economics, PowerBI, Mathematics, Python, Statistics, analysis, SQL"
Data Engineer,2023-02-07,"mavens°, a Zynga company (formerly Storemaven)","Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,5+,"cloud, DBA, Airflow, Kubernetes, Python, GCP, SQL, Database"
Data Engineer,2023-02-06,Tango,"Tel Aviv District, Israel",Director,Full-time,Engineering,Broadcast Media Production and Distribution and Consumer Services,5+,"MySQL, Mathematics, Redis, Cloud, Kafka, PowerBI, NoSQL, Tableau, Looker, AWS, Airflow, Python, Dataflow, GCP, SQL, BigQuery, Postgres, visualization, MongoDB, Azure, ETL"
ML/AI Engineer,2023-02-06,URBAN SOPHISTICATION,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"Excel, English"
Data Analyst,2023-02-02,Teva Pharmaceuticals,"Tel Aviv District, Israel",Entry level,Part-time,Accounting/Auditing and Finance,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and Pharmaceutical Manufacturing",Unknown,"reports, Economics, English, SAP, Excel"
Data Scientist,2023-02-07,Amazon,"Tel Aviv-Yafo, Tel Aviv District, Israel",Internship,Full-time,"Research, Science, and Engineering","IT Services and IT Consulting, Software Development, and Technology, Information and Internet",Unknown,"programming, C, algorithms, ML, mining, Python, Java, Statistics, analysis"
Data Scientist,2023-02-03,Storm2,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,"Information Services, Banking, and Financial Services",5+,analysis
Data Engineer,2023-02-06,Tata Consultancy Services,Jerusalem,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,5+,"R, MongoDB, English, database, Oracle, c, RAC, SQL, Database"
Data Analyst,2023-02-06,Amdocs,"Raanana, Center District, Israel",Entry level,Full-time,Business Development and Sales,Telecommunications,3+,"economics, C"
Data Engineer,2023-02-07,Hunters,"Tel Aviv District, Israel",Not Applicable,Full-time,Engineering,Computer and Network Security,3+,"pipelines, PowerBI, BigData, Python, SQL"
Data Analyst,2023-02-08,Ethosia,"Yavne, Center District, Israel",Mid-Senior level,Full-time,"Research, Science, and Analyst",Biotechnology Research and Pharmaceutical Manufacturing,1+,"English, excel"
Data Engineer,2023-02-08,Confidential,"Herzliya, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"programming, Cassandra, algorithms, DL, BigData, Elasticsearch, Spark, Scala, NLP, Kafka"
Data Engineer,2023-02-03,AllCloud,"Rosh HaAyin, Center District, Israel",Mid-Senior level,Full-time,"Engineering, Customer Service, and Information Technology","IT Services and IT Consulting, Software Development, and Computer and Network Security",5+,"cloud, R, DB, C, AWS, ML, Hebrew, English, APIs, Mathematics, Spark, Hadoop, AI, Hive, SQL, Cloud, Kafka"
Data Analyst,2023-02-07,Eternity IT,"Petah Tikva, Center District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"PowerBI, SQL, DWH"
Data Engineer,2023-02-08,Next Insurance,"Kfar Sava, Center District, Israel",Mid-Senior level,Full-time,Engineering,Software Development and Insurance,5+,"Kinesis, BigQuery, Linux, programming, Presto, AWS, Terraform, BigData, Docker, Python, Spark, Kubernetes, Git, SQL, Cloud, Kafka"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",2+,"pandas, Vertica, English, server, ai, R, sql, tableau, mining, PowerBI, r, Tableau, Excel, programming, ML, Python, AI, SQL, visualization, python, java, statistics, analysis"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",4+,"pandas, English, server, Mathematics, ai, sql, tableau, mining, PowerBI, r, Tableau, programming, ML, Economics, AI, Statistics, SQL, visualization, python, java, statistics, analysis"
Data Analyst,2023-02-02,Teva Pharmaceuticals,"Tel Aviv District, Israel",Associate,Full-time,Finance and Analyst,Pharmaceutical Manufacturing,Unknown,"reports, Hebrew, English, economics, Excel"
Data Engineer,2023-02-07,TWINGO,"Center District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,5+,"DBA, Server, OLTP, Python, SQL, Cloud"
Data Analyst,2023-02-07,Drushim IL  ( IL דרושים),"Herzliya, Tel Aviv District, Israel",Associate,Full-time,Engineering,Human Resources Services,Unknown,Unknown
Data Engineer,2023-02-02,Rekor,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"MySQL, Redshift, Athena, Redis, Database, DynamoDB, Kafka, Kinesis, DB, Glue, BigData, Scala, NoSQL, Talend, Snowflake, AWS, Airflow, Docker, Python, Kubernetes, SQL, lakehouse, Informatica, database, Spark, Hadoop, Git, ETL"
Data Engineer,2023-02-07,Sorbet,"Tel Aviv-Yafo, Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"cloud, AWS, Airflow, English, PowerBI, BigData, Mathematics, NoSQL, SQL, ETL"
Data Engineer,2023-02-08,American Tower,Israel,Mid-Senior level,Full-time,Engineering and Information Technology,Telecommunications,5+,"cloud, programming, AWS, BigData, flourish, Docker, Azure, Kubernetes, Scala, Java, GCP"
Data Scientist,2023-02-08,Mana.bio,"Haifa District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"analysis, Hebrew, English"
Data Engineer,2023-02-02,Cal (Israel Credit Cards),"Givatayim, Tel Aviv District, Israel",Associate,Full-time,Finance and Engineering,Banking and Financial Services,Unknown,"Scala, ELK, Java, PowerBI, BigData, Python, Spark, Hadoop, Hive, SQL"
Data Engineer,2023-02-06,Perion Network,"Center District, Israel",Mid-Senior level,Full-time,Information Technology and Engineering,"IT Services and IT Consulting and Technology, Information and Internet",3+,"cloud, visualization, AWS, Python, Spark, Tableau, SQL"
ML/AI Engineer,2023-02-06,Kubiya.ai,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,3+,"ML, DL, Python, AI, NLP, NLTK"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",4+,"pandas, English, server, Mathematics, ai, sql, tableau, mining, PowerBI, r, Tableau, programming, ML, Economics, AI, Statistics, SQL, visualization, python, java, statistics, analysis"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",Unknown,"analyze, pandas, English, server, ai, Analyze, R, sql, tableau, mining, PowerBI, r, Excel, programming, Marketing, ML, Python, AI, dashboards, mathematics, SQL, visualization, marketing, python, java, statistics, analysis, VBA"
Data Scientist,2023-02-03,DoubleVerify,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Advertising Services,5+,"algorithms, ML, DL, Computer-Vision, NLP, Sklearn"
Data Scientist,2023-02-03,Cross River,"Jerusalem District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services,5+,"programming, analyze, ML, Economics, PowerBI, Mathematics, Visualization, statistics, Statistics, analysis"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Marketing and Sales,"Technology, Information and Internet",2+,"pandas, server, ai, R, sql, tableau, mining, PowerBI, r, Tableau, programming, ML, Python, AI, SQL, AB, visualization, marketing, python, java, statistics, analysis, VBA"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",2+,"pandas, server, ai, R, sql, tableau, mining, PowerBI, r, Excel, programming, ML, Python, AI, SQL, visualization, marketing, python, java, statistics, analysis, VBA"
Data Engineer,2023-02-06,SolarEdge Technologies,"Herzliya, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Renewable Energy Semiconductor Manufacturing,4+,"programming, Redshift, AWS, ELK, Glue, Informatica, linux, DynamoDB, Athena, Database, ETL"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",6+,"analyze, pandas, English, server, Pandas, ai, R, sql, tableau, mining, Coding, PowerBI, r, Tableau, programming, ML, Python, AI, SQL, visualization, python, java, Scala, statistics, analysis"
Data Engineer,2023-02-08,Shabak - Israeli Security Agency - Career,"Center District, Israel",Mid-Senior level,Full-time,Other,Government Administration,Unknown,"Perl, Python"
Data Engineer,2023-02-05,Stealth,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,"Numpy, cloud, coding, visualization, Redshift, marketing, PowerBI, BigData, Athena, Kubernetes, Python, Jupyter, Tableau, Pandas, Looker, Scipy"
Data Engineer,2023-02-08,CloudZone,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,2+,"coding, Redshift, Cassandra, Apache-Beam, Redis, Cloud, C, Elasticsearch, DWH, NoSQL, Java, cloud, Kubeflow, reports, Synapse, Snowflake, AWS, Airflow, Kubernetes, Python, GCP, SQL, BigQuery, Apache, pipelines, MongoDB, database, Azure, Spark, Scala, ETL"
Data Engineer,2023-02-05,Shabak - Israeli Security Agency - Career,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology and Engineering,Government Administration,2+,"Linux, Hadoop, Python, Spark, Scala"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",2+,"pandas, server, ai, R, sql, tableau, mining, PowerBI, r, Tableau, programming, ML, Python, AI, SQL, AB, visualization, marketing, python, java, statistics, analysis, VBA"
Data Analyst,2023-02-04,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",6+,"pandas, server, Pandas, ai, R, C, sql, tableau, mining, PowerBI, r, Tableau, Excel, programming, ML, Python, AI, mathematics, economics, SQL, AB, visualization, python, java, Spark, statistics, analysis"
